11: 33595
1: 5361
3: 896
35: 198
23: 187
56: 172
7: 167
16: 142
10: 132
32: 122
15: 118
13: 106
36: 90
21: 74
14: 73
51: 68
8: 65
24: 63
44: 58
12: 58
9: 56
20: 54
5: 52
4: 51
49: 44
19: 44
2: 43
6: 35
30: 26
29: 25
37: 23
33: 18
25: 17
54: 16
48: 13
27: 12
50: 11
34: 10
22: 10
58: 9
40: 6
38: 6
28: 5
26: 5
71: 4
62: 4
60: 4
59: 4
55: 4
68: 3
63: 3
61: 3
57: 3
39: 3
17: 3
70: 2
65: 2
64: 2
52: 2
47: 2
45: 2
43: 2
42: 2
31: 2
18: 2
69: 1
67: 1
66: 1
53: 1
46: 1
41: 1
